000A94A0,"Faith: Let them try."
D842B7D9,"UI DESIGNERS"
D8442B9B,"CAM SABOTAGE"
D8536323,"IMPACT ATTACK TO THE LEFT"
D853CE2E,"CHANGES WILL BE REFLECTED IN YOUR NEXT GAME PLAY SESSION"
D869EF52,"BE LIKE WATER"
D8A3B725,"INTEL: SENTINEL"
D8A5E30C,"Keep it up, Faith. I need a little more time."
D8AC5D95,"CHARACTER & ANIMATION ENGINEERS"
D8B3EC94,"Icarus: Get up there! K-Sec will catch us both if we stick around."
D8B7F037,"INCREASE YOUR REPUTATION"
D8C3C154,"Pick-up noted. Delivery must happen unseen or there will be hell to pay. Now get going."
D8CEF80B,"SOUND DESIGNER/MIXER"
D8D7DA4A,"A good Cascadian follows the rules"
D8DD444C,"Law-abiding citizen"
D91B60BD,"DIRECTOR, STUDIO SERVICES AND CELEBRITY ACQUISITIONS"
D9219EFE,"UX & DESIGN"
D9282DC1,"Failed to connect to EA Online. Social features will be unavailable. Please try again."
D946151A,"I’d be done for if you hadn’t been here. Thanks a bunch."
D94A5AFE,"ATTACK"
D94EB160,"UX DIRECTOR"
D962BA9D,"Icarus: I know where to go. Meet me at the construction crane in Downtown South and I’ll explain."
D996828D,"AUDIO DESIGNERS"
D99D5082,"Birdman: It’s an easy run. Package is over there."
D9AA180C,"Training and experience lets Faith control her springboard jumps to a greater degree, maximizing the speed and distance covered."
D9B0EF38,"Reach the CCU at the top and activate it, while avoiding any ALARMS along the way."
D9B62FDA,"QA COMPLIANCE TESTER"
D9C0B1FA,"RECENTLY PLAYED"
D9C2571F,"Movement: PIPE CLIMB"
D9F7A05C,"MANAGERS MARKETING INFRASTRUCTURE & OPERATIONS"
D9FE1B27,"Zephyr Transit Hub electronic parts {0:d} / {1:d}"
DA05F7AB,"INTERACT"
DA0FB995,"PRODUCT MANAGER ITALY"
DA12FC16,"Noah: Faith, just get out of there."
DA152CF8,"Maybe some day you can teach me how to fight too, and I’ll do this myself."
DA152E5F,"SIDE UK LTD"
DA19D9E0,"Aline: From there you should be able to access Kruger’s lobby. If the schematics are correct."
DA23751A,"Faith: I’m at the bottom of the elevator shaft. What next?"
DA25FBA4,"START {0:date:yyyy-MM-dd hh:mm:ss} -  {0:date:MM/dd/yy hh:mm} END"
DA296809,"Don’t let them spot you."
DA2E10DB,"Faith: I’m here. I’m OK. Had a run-in with Kruger, but I got something for it."
DA2E1E80,"Nomad has checked out the DOCUMENTS you stole and he should have some idea about what the next steps should be. It might or might not involve you breaking into KRURGERARMS, which could be an interesting challenge."
DA2EE2D5,"START {0:time:hh:mm:ss.ff} - {0:time:mm:ss.ff} - {0:time:ss.ff} END"
DA3FDCD2,"You’re next."
DA408C3D,"Core combat move"
DA41C115,"Faith: I hope these hold."
DA4307AC,"SAVE REPLAY"
DA4E32D5,"The clock is ticking, Doctor."
DA5669D8,"Plastic: Probably just as well. The data is watermarked anyway. Even I couldn’t get rid of that."
DA59C79F,"FILTER MAP EVENTS"
DA5B4B8C,"Here we go! I’m moving too."
DA68F58E,"Nomad: Gets you wondering. How many more of those KrugerSec goons don’t like what they’re doing. On the other hand I guess most people feel they don’t have much of a choice."
DA721DA0,"I don't want to talk about it."
DA967640,"Those bastards just wanted to play around. Thanks for coming to help."
DAA7BBF0,"REVEAL UNDERGROUND"
DAAB6CC0,"Faith: Plastic, there’s a huge blast door blocking my way here."
DAB18B3D,"Faith: I will."
DAB5B7B4,"Changing FOV may result in visual and performance issues"
DABC70F3,"WORLD WIDE QA COMPLIANCE"
DABD5DF3,"EAJ PROJECT LOCALIZATION MANAGERS"
DABE87B5,"PRODUCTION COORDINATORS"
DAC62DB3,"Psst! Here."
DAD22F67,"Faith: I think I lost them."
DAF67AAA,"Nomad: My painting is coming along. Maybe I’ll be done the next time we meet."
DAFB0BAD,"There. Shotgun fired. I’ll be out of here soon."
DAFD2B78,"GAME TEAM"
DB02DE31,"Hello?"
DB0FFAE2,"Subvert the gridNode CCU and connect it to your BEATLINK in order to expand your coverage in the city.  Hacking a gridNode opens up FAST TRAVEL options in the affected area."
DB19F827,"VTOL: This is VTOL 4-2. We have her spotted."
DB1E4FAE,"I'm not implying anything. "
DB272DE9,"An overview of Faith’s progression and available upgrades. To see more information and purchase an upgrade, press {0:input}"
DB276E55,"Cheap bastards. What if she’s Black November? That would explain a few things."
DB48235F,"Noah: I did. But they’ve been upgraded many times since and I lost the link."
DB4B0511,"Rebecca: Alive and well. And she’ll remain that way until I decide what to do with her."
DB594B45,"TOTAL: {0:d} XP"
DB5A53F6,"SENIOR VIDEO & MEDIA DIRECTORS/EDITORS"
DB60D902,"QA QUALITY DESIGNER"
DB624A6C,"Faith: I’m at the second hub. Connecting ..."
DB64ED34,"Noah: If you’re looking for a challenge I suggest you take on another gridNode, Faith."
DB6C5DDD,"VTOL: Employ 0451. This is your last warning. If you do not submit we are authorized to use lethal force."
DB77C6F5,"EPIC FAIL"
DB94D207,"About description text."
DB95795E,"POST PRODUCTION DIRECTOR"
DB9F33CA,"Faith: Plastic, I’m on my way back up."
DBA23327,"CENTER CURSOR"
DBA52AF7,"CANCEL"
DBA60B82,"You're looking at that picture again."
DBD686EE,"Your BEAT display has finished calibrating. Pressing {0:input} will send a RUNNER'S VISION pulse to guide the way."
DBE43FD5,"Nomad: Keep up, Faith!"
DBE56CD5,"{0:input} {1:input} {2:input}"
DBE81D9A,"SECRET BAG FOUND!"
DBEDE53B,"DYNAMIC RANGE"
DBF21BBC,"KrugerSec is scouring the rooftops looking for whoever pulled the Elysium job. "
DC01D208,"Noah: (static)--being raided. I repeat, we’re being--(static)"
DC145695,"SOCIAL AND COMMUNICATIONS UKI"
DC150784,"the existence of which they have tried so hard to keep away from me. "
DC1C6FCE,"Gabriel!"
DC1F0419,"You can always access the skill tree through the map (press {0:input} and then {1:input})"
DC2A6B86,"CROUCH / SLIDE / RELEASE GRIP"
DC2C7CFF,"DIRECTOR OF DATABASE SERVICES"
DC35D661,"Rebecca: Faith and Icarus. We’re staging a diversion deeper into the district to make my presence topside more plausible. Those extraction routes need to be clear of sentry drones when it’s time to move."
DC3B10FB,"NEXT SONG"
DC3C64C0,"I don't think they were there."
DC40A0D0,"I've made this for you."
DC427604,"{0:d}"
DC4EB4DC,"Of course you do. Everybody in Cascadia has their lines monitored. "
DC51255E,"This was before the riots, of course. Our friends died that day and it feels like we've spent the years afterwards trying to block it out of our minds."
DC64D1D2,"It's a cat!"
DC682830,"Icarus: See that stack of steel beams I’m lowering? Jump onto it and punch the emergency release. And remember to hang on."
DC75030F,"I knew they would. You are their youngest student ever, did you know that?"
DC7B4305,"ADDITIONAL CONCEPT ARTISTS"
DC8902D4,"I ... Don't you like it?"
DC896FF9,"Aline: According to the latest tally almost half a million employs have already signed up for Reflection. First adopters now number in the tens of thousands. It’s a complete success."
DC8B03AB,"Damn it. That was my career down the drain. Thanks for nothing, runner."
DC92C958,"Failed to connect to EA Online. Social features will be unavailable. Please try again."
DCA02A51,"SENIOR DIRECTOR INTEGRATED COMMUNICATIONS"
DCACD4C9,"Expert training allows Faith to leave a perfectly timed skill roll at maximum speed."
DCAD5FBF,"Aline: Plastic. Let her run."
DCB0742D,"I’ll be done soon, Faith."
DCB1F781,"Complete the story"
DCC42725,"INTEL: PROTECTOR"
DCE43D8D,"CONTENT MANAGER"
DCEAB65E,"Complete all side missions in Anchor"
DCF02060,"I refuse to sink "
DCFAC980,"DICE STUDIO MANAGEMENT"
DD00051B,"What happened?"
DD04AC2C,"Plastic: The metaGrid! It’s part of the Grid but only accessible by corporate families. Consists of information and communication too sensitive to risk propagation on the regular Grid."
DD04B067,"SITE MANAGER"
DD0DFA73,"INTERNATIONAL COMMUNICATIONS DIRECTOR"
DD145EDF,"THE BEAT INTEL /"
DD17A9A8,"Automated Voice: Attention. This is KrugerSec announcement. Any and all individuals calling themselves “runners” must be immediately reported to KrugerSec. Failure to do so is considered a breach of policy."
DD187755,"Automated Voice: Recharge your life. Amplify your existence. Get Reflection today."
DD4140EE,"Hold {0:input} to springboard along wall {1:input} (jump)"
DD430A2A,"Nothing planned, why? I’m not cycling topside until next week."
DD50344E,"Thanks a bunch, Faith. KrugerSec has no clue I was here. I’ve transferred some of the scrip to you."
DD5BC282,"VP GROUP GM CTO"
DD6C05BF,"SR LEAD GAMES USER RESEARCHER"
DD6F20C8,"VTOL: She only has one way to go. Cut her off."
DD7AE9C8,"SOFTWARE DEVELOPER"
DD7B478B,"I’ll bring the evidence and we’ll figure out how to proceed. Everyone must know. "
DD88976C,"Rebecca: There are days when I wonder if OmniStat is really as bad as everybody thinks ..."
DD8A04AB,"Nomad: Try the roof."
DD8FB3F0,"Diversion needed. Good pay."
DD8FC1F8,"Why did you do that for?"
DD9C0211,"{0:date:yyyy-MM-dd hh:mm:ss}"
DDB665FD,"Faith: No problem. It was refreshing."
DDBA15D5,"Noah: GridNodes give you plenty of benefits once you hack them."
DDBB019A,"VFX ARTIST"
DDC1867E,"VTOL: Submit! Or lethal force will be  used!"
DDD40C3D,"but they don’t get it."
DDD8CBF3,"Plastic: I need to reroute a priority switch as well. Closest one is a few floors down."
DDE3DD62,"Faith: OK. Deal."
DDF20B81,"Unknown"
DDF568D4,"LIVE QUALITY ASSURANCE"
DDF60203,"Over here."
DE02BC27,"Plastic: The Dogs are locked up tighter than WFYO. Multi-spectrum sensors, semi-sentient defense systems, the works."
DE0CF487,"What did I do to you?!"
DE301C53,"Rebecca: I’m picking up communications regarding a runner in Rezoning. Seems KrugerSec have their eyes on you, Faith. Be careful."
DE30866A,"She’s finalizing the deal tomorrow. It’ll be the rest of our scrip."
DE367A21,"HEAD OF OPERATIONS"
DE4E6B92,"CAMPAIGN MANAGER"
DE55EEA2,"DIRECTOR PUBLIC RELATIONS"
DE64E984,"FAST TRAVEL"
DE744A51,"You have lost connection to the EA servers. Social features will be unavailable "
DE826BDB,"So you delivered the damn oysters. Well done. It’s all he’s talked about for the last few days. Their special “briny liquor” or some such crap. Thanks."
DE9B6592,"Did you talk to Rebecca?"
DEA3EAC2,"Jump farther and higher"
DEA41C73,"TECHNICAL PROJECT MANAGER"
DEBD4D58,"Noah: Of course you are. I’ll just sit here then, hoping you get out in one piece."
DEC1AE32,"Nomad: Some days I just want to leave the city. Go live in the Greylands or something. But I probably wouldn’t last a day out there ..."
DECFFD12,"HACK BILLBOARD"
DED271EB,"Dogen: It should help you reach the top of Anansi. Handle with care."
DED4ADC1,"Faith: There are K-Sec everywhere!"
DED639A6,"TECHNICAL OPERATIONS"
DEDEB804,"Nomad: And I’m out! Thanks a bunch, Faith. I’ve sent a little scrip to you. Token of my gratitude and all that."
DEE076EF,"Regatta Bay"
DEE4BBE3,"Faith: Thalia found. Also dead. And the capsule is gone."
DEEC8AEA,"Faith: Why is this my problem?"
DEF443F3,"CRITERION GAMES"
DEF600E4,"playerPosition_last{0:s}"
DEF83EF3,"SENIOR COUNSELS"
DF059CCE,"There. She got her package, whatever it is. She even said thank you. I’m out of here."
DF0C8D08,"Damn, KrugerSec spotted me. I’m out."
DF1F0BFB,"MISCHIEF MAKER"
DF212EE8,"Unload"
DF25BD0E,"Plastic: Good. I’m tunneling in. And ... that’s it. They’re calling off the attack. Your friend should be safe now."
DF3FDEFF,"Complete all side missions in Rezoning"
DF454901,"Building Blocks"
DF51D9A3,"Plastic: Get on the elevator, Faith. I’ll activate it."
DF568B03,"Faith: Wait. One more thing. Grab anything you can find about Isabel Kruger."
DF6DD2C0,"You had just successfully completed the kidnapping when Nomad contacted you to let you know that KrugerSec put up one of their ANTENNAS right next to the old runner Lair. You intend to show them the error of their ways.  As for the woman you helped kidnap she turned out to be Kruger’s own DAUGHTER – a haughty and defiant young woman. It’s doubtful she’ll give in to any demands made by Rebecca. "
DF76656A,"MEDIA STRATEGY"
DF766869,"Track your friends and watch your leaderboards even when you are not playing the game"
DF77FB49,"And what is it you do exactly, that’s so valuable?"
DF7DFD2B,"You were right, she’s psychotic. "
DF815E56,"Automated Voice: Attention! Employs with a suitable background and skillset are viable to apply for a job with KrugerSec. We protect the city of Glass. Order is our concern."
DF861963,"{2:input} + {0:input} Use your enemies to accelerate to max speed instantly for a quick escape."
DF95F59C,"SYSTEMS ENGINEER"
DF97D9F2,"PLASTIC'S LAIR"
DF97D9F4,"EDEN VILLAGE"
DFA55CEF,"Damn it! They lost interest in you. I need to get of here."
DFA83A91,"Automated Voice: Attention! KrugerSec is looking for employs who witnessed the bombing of the Bauble Mall. Report immediately to KrugerSec for debriefing."
DFB5CADA,"Plastic: Faith! The next train should have arrived. Get on it and I’ll make sure it gets out of there."
DFB9E83D,"PAYBACK"
DFBF79F5,"Subvert the Glass public transit system"
DFC01085,"OLD TUNNELS"
DFC3F8A9,"STORY PROGRESSION"
DFC9D599,"Faith: What the hell?! I can’t let go here!"
DFCE8C13,"ACCEPT COVERT DELIVERY"
DFD3DA28,"Ten. Nine. Eight. Seven. Six. Five. Four. Three. Two. One."
DFE2F3BF,"Have you spoken to him recently?"
DFF0DCB2,"You must stand still to place a Beat L.E."
DFF3DD3C,"Plastic: Yes. Exactly. When you get there you need to get off at the landing pad and then make your way to the Big Dog where their server stacks are."
DFF5DF2E,"DONE"
DFFFA363,"VIEW ALL>"
E008FEBB,"She'll come around. Speaking of busy ... "
E009A8B0,"WORLD PROGRESSION"
E00F3E76,"Noah: GridNodes can be challenging, but they’re well worth it."
E0135BD7,"I’m gonna have to encrypt it somehow. "
E016AF1F,"VTOL: Submit now!"
E025BE40,"Nomad: When you get to the security hub you need to find a way to disable the antenna. Just trash it anyway you can."
E03F96EC,"QUICKTURN"
E04AB4D0,"You should know that I had to do a run for Dogen for us to be able to leave. "
E06DFF56,"Faith: I’m on my way to Birdman."
E0701EED,"Pick up the MAG upgrade"
E0722DCE,"Icarus: Damn, I couldn’t do that ..."
E07687BA,"Faith: I’m through. There’s some serious wreckage here."
E07AA85A,"JUMP and ATTACK"
E07FC3F0,"Plastic: Expect comm problems when you go into the tunnels. Beat coverage will be very limited. It’s really deep."
E0930973,"ONLINE TEST GROUP - QA ANALYSTS"
E09D8B4A,"Birdman: You tell me, girl. I try to avoid the news as much as I can. Hypocrisy and fear mongering, all of it. I could use some help, though."
E0A47348,"Not agri actual. I mean those other people. The ones getting all the attention lately."
E0B80593,"She bought a gun."
E0BCE04F,"Top {0:d}%"
E0E117BA,"You've reached the apartment building where the guard lives. Make your way to the TOP and find a way inside. Hopefully the DOCUMENTS shouldn't be too hard to find. "
E0ECE17E,"Submit!"
E0F41C0B,"GAME AND CONTENT FRAMEWORK"
E0FD4087,"Icarus: Come on. We can’t stay here."
E109709A,"+ Main Mission: Mischief Maker + Side Mission: Pigeons Down + Dead Drop Deliveries + Dashes + Billboard Hacks + Intervention"
E114E7D7,"Nomad: It’s the outCaste in Greylands. They’re setting up a comm-system to warn about K-Sec raids. But they need control chips. Which can be found in AllCom relay boxes."
E1191BF8,"Collect 5 recordings"
E1191BF9,"Collect 15 recordings"
E1191BFA,"Collect 30 recordings"
E12FDD02,"Nomad: Slight change of plans. They want to use another dead drop nearby, and there’s a bunch of K-Sec patrols between you and there. Probably responding to the commotion from before."
E15AC56F,"All clear. Thanks, Faith. I knew I could count on you. Sending some scrip your way."
E15FB3F4,"NO ENTRIES"
E15FED28,"REPORT SENT"
E1682622,"They will roll out Reflection here in Glass soon and I don't know what it is anymore. "
E171A586,"Aline: We see you in the Atrium Faith. Just continue upward."
